   91.0000000000   87.7715719695   37.5000000000
   92.3680805733   91.5303424526   37.5000000000
   92.3680805733   91.5303424526   39.5000000000
   91.0000000000   87.7715719695   39.5000000000

   91.0000000000   87.7715719695   37.5000000000
   88.4289450482   90.8357149876   37.5000000000
   88.4289450482   90.8357149876   39.5000000000
   91.0000000000   87.7715719695   39.5000000000

   91.0000000000   87.7715719695   37.5000000000
   87.0608644749   87.0769445044   37.5000000000
   87.0608644749   87.0769445044   39.5000000000
   91.0000000000   87.7715719695   39.5000000000

   91.0000000000   87.7715719695   37.5000000000
   89.6319194267   84.0128014864   37.5000000000
   89.6319194267   84.0128014864   39.5000000000
   91.0000000000   87.7715719695   39.5000000000

   91.0000000000   87.7715719695   37.5000000000
   93.5710549518   84.7074289514   37.5000000000
   93.5710549518   84.7074289514   39.5000000000
   91.0000000000   87.7715719695   39.5000000000

   91.0000000000   87.7715719695   37.5000000000
   94.9391355251   88.4661994346   37.5000000000
   94.9391355251   88.4661994346   39.5000000000
   91.0000000000   87.7715719695   39.5000000000

   91.0000000000   87.7715719695   37.5000000000
   92.3680805733   91.5303424526   37.5000000000
   92.3680805733   91.5303424526   39.5000000000
   91.0000000000   87.7715719695   39.5000000000

